LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
M87BXPR85H,42.0,76156,204600,444,72,3,5.93,12,0.52,High School,Part-time,Single,Yes,Yes,Business,Yes,0
SEM1UNNTPV,49.0,38298,130275,453,70,4,15.66,12,0.44,High School,Self-employed,Single,Yes,No,Other,Yes,0
0TFPXYWR41,41.0,89509,22453,460,97,3,14.47,36,0.48,PhD,Part-time,Single,Yes,No,Education,No,0
7IPR5V0VUZ,54.0,97160,22713,566,65,3,7.19,60,0.64,Master's,Full-time,Divorced,Yes,Yes,Auto,No,0
5Y3PXYH4AA,48.0,148713,236913,547,56,1,9.41,12,0.15,Bachelor's,Self-employed,Divorced,No,Yes,Education,No,0
N6D3901KF5,67.0,22952,125096,839,68,2,8.72,48,0.22,High School,Part-time,Single,Yes,No,Education,No,0
CGHH82M6Z6,40.0,132171,113108,818,11,3,24.68,36,0.79,High School,Full-time,Single,Yes,No,Education,No,0
MAZ228WI6Q,64.0,130745,149051,610,39,1,20.06,12,0.34,Master's,Full-time,Divorced,Yes,Yes,Other,Yes,0
OPMA9M93VU,20.0,75995,142559,507,94,3,23.21,36,0.32,High School,Part-time,Married,No,Yes,Auto,Yes,1
0NGAT8UDM9,44.0,26779,154294,739,38,3,17.34,36,0.35,Bachelor's,Part-time,Single,Yes,No,Other,No,0
EXUJX5SSHT,29.0,34141,50864,370,56,4,12.75,48,0.71,Bachelor's,Full-time,Divorced,Yes,Yes,Other,Yes,0
J0QEF61BYW,22.0,15152,68309,601,5,4,7.72,60,0.36,PhD,Unemployed,Married,Yes,No,Education,Yes,0
QLSEP39O3N,60.0,62616,139826,823,118,2,12.76,12,0.43,Master's,Part-time,Married,Yes,Yes,Auto,Yes,0
DJ6625M986,38.0,33497,244481,539,60,4,11.1,48,0.25,PhD,Self-employed,Divorced,Yes,No,Education,Yes,0
ELGUTIWXOB,36.0,101932,11760,561,87,2,11.96,36,0.37,Master's,Self-employed,Single,No,No,Home,Yes,0
IW7RWOQ6LX,19.0,67326,9610,644,34,1,22.4,36,0.31,PhD,Self-employed,Divorced,No,No,Auto,No,0
2JPTY612ZW,18.0,123867,170838,810,97,4,6.75,36,0.4,Bachelor's,Full-time,Divorced,Yes,No,Home,Yes,0
SIA9GNQRHL,34.0,113942,242681,847,102,3,5.83,24,0.64,Bachelor's,Full-time,Divorced,No,No,Home,Yes,0
T8XY52OF4P,45.0,99577,216687,776,6,4,11.57,36,0.18,PhD,Full-time,Single,No,Yes,Home,No,0
67J8DLE7NJ,35.0,75793,200996,363,3,3,22.22,12,0.83,Bachelor's,Self-employed,Single,No,Yes,Auto,Yes,1
YNWI80P3Y6,57.0,90571,22055,367,58,2,13.37,36,0.33,Master's,Unemployed,Divorced,Yes,No,Other,Yes,0
K03UOQTLDV,52.0,131801,241497,319,0,4,9.37,36,0.43,High School,Part-time,Divorced,No,Yes,Business,No,0
9WJZPG1VIW,59.0,110277,183455,568,50,1,22.05,48,0.8,Master's,Self-employed,Single,No,No,Other,Yes,1
C9MU8U7CP7,58.0,52273,212661,821,68,2,24.55,36,0.72,PhD,Full-time,Divorced,Yes,No,Auto,Yes,0
GGUX1LC9Z3,61.0,96175,228571,521,21,2,12.52,24,0.14,High School,Self-employed,Single,No,No,Other,No,0
1KE6175YB7,69.0,114744,52445,495,26,2,9.38,12,0.47,Master's,Full-time,Divorced,Yes,Yes,Auto,No,0
FCSDS1C25Z,53.0,33987,150281,585,1,3,9.53,48,0.73,Master's,Unemployed,Single,No,Yes,Home,No,0
Y53SNSJ31N,56.0,148073,106082,813,45,3,17.41,24,0.5,High School,Unemployed,Divorced,Yes,No,Business,No,0
V553MG6DUA,32.0,45542,175344,373,115,4,10.88,12,0.31,PhD,Full-time,Single,No,No,Home,Yes,0
QURO8FP9KY,49.0,74372,70963,807,15,1,18.69,36,0.24,Bachelor's,Full-time,Single,Yes,No,Education,Yes,0
5AWR3YKZ7Q,21.0,118093,40440,625,93,4,9.22,12,0.43,Bachelor's,Part-time,Divorced,Yes,No,Business,Yes,0
FK7GLLFA2N,34.0,95564,95729,565,86,3,16.0,60,0.64,Bachelor's,Full-time,Divorced,Yes,Yes,Education,No,0
FSHT1OB5LS,21.0,57748,86843,569,112,1,2.79,60,0.23,PhD,Self-employed,Married,Yes,Yes,Home,No,0
MQZKK4K7FU,64.0,95811,249438,324,21,1,12.96,24,0.17,PhD,Self-employed,Divorced,Yes,Yes,Other,No,0
ANM2HYU38O,26.0,50869,231817,395,1,2,16.1,48,0.55,Master's,Part-time,Married,Yes,No,Business,Yes,1
10ZN4J4IC0,64.0,135257,249094,764,119,2,8.81,24,0.38,High School,Part-time,Divorced,Yes,No,Home,No,0
97ATN9G25A,42.0,90325,211903,632,116,3,3.82,48,0.76,Master's,Part-time,Divorced,No,Yes,Auto,No,0
5I9VT9XRKN,50.0,21334,100029,747,57,2,12.02,60,0.86,Master's,Unemployed,Single,Yes,Yes,Other,No,0
9TCEB9C0RD,32.0,23764,44424,434,37,3,14.98,60,0.83,Master's,Part-time,Divorced,Yes,Yes,Home,No,0
3ZK8EUSBJ2,20.0,60736,44132,827,35,2,8.03,24,0.88,Bachelor's,Part-time,Divorced,No,No,Business,No,0
R53M2SH52R,37.0,128663,221307,308,44,3,2.78,48,0.65,Bachelor's,Unemployed,Married,Yes,No,Other,No,0
MU4MQYTK8D,56.0,102991,243809,667,64,3,2.23,48,0.67,High School,Unemployed,Divorced,No,No,Education,Yes,0
11YY1PWFJV,21.0,58697,112778,761,7,4,4.7,24,0.22,PhD,Self-employed,Single,Yes,Yes,Auto,Yes,0
JSJZJCU2XQ,43.0,36973,120590,577,77,4,3.25,24,0.47,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,0
LO07DNAZGC,69.0,50735,19871,637,12,1,23.55,48,0.33,PhD,Self-employed,Single,No,Yes,Other,Yes,0
XBZ57NZTSO,48.0,40510,242345,670,118,3,16.61,36,0.63,Master's,Unemployed,Married,No,Yes,Auto,Yes,0
BOUQYRUQO6,69.0,145947,233504,512,62,2,13.82,12,0.29,PhD,Full-time,Single,Yes,No,Home,Yes,0
OT5ZUFKNFV,46.0,46922,100883,778,57,1,10.83,24,0.9,Master's,Part-time,Married,No,No,Auto,Yes,0
5F3JYHDFTH,38.0,43527,38451,463,63,1,11.75,60,0.54,Master's,Part-time,Married,Yes,No,Other,Yes,0
WGMVE8XBSL,65.0,69601,76187,634,3,4,18.18,48,0.33,High School,Self-employed,Divorced,No,No,Auto,Yes,0
93GTEKHW2E,67.0,87443,33842,828,99,4,16.18,12,0.81,High School,Full-time,Divorced,No,No,Other,No,0
9HHETAIXZQ,23.0,30890,130103,610,57,4,16.9,36,0.17,Master's,Self-employed,Divorced,Yes,No,Home,No,0
OSMGKB3OAP,39.0,34041,194779,386,64,4,11.18,24,0.75,High School,Part-time,Single,No,Yes,Business,No,0
ZGLHU8HC9F,58.0,71060,229280,777,47,3,23.3,48,0.26,High School,Unemployed,Single,No,No,Auto,Yes,0
8QV0MLNXDV,58.0,30062,194413,443,27,2,2.05,60,0.81,Bachelor's,Part-time,Single,Yes,No,Education,No,0
NQLZOAUA74,36.0,29990,207019,623,30,3,18.57,36,0.41,High School,Part-time,Married,No,Yes,Home,No,0
SOHN55L22J,65.0,102994,118446,308,94,1,11.34,12,0.32,PhD,Unemployed,Divorced,Yes,No,Business,Yes,0
N2ZDG9W9WS,60.0,95053,24615,807,3,1,2.54,24,0.43,Master's,Unemployed,Married,No,No,Home,Yes,0
W98FPVP98W,27.0,21314,16346,792,99,2,23.3,12,0.42,Master's,Unemployed,Divorced,Yes,No,Business,Yes,0
44D7IGYHT5,62.0,98687,187262,760,94,2,19.76,12,0.54,Bachelor's,Self-employed,Married,Yes,No,Other,No,0
THT9D9S5PU,22.0,54225,229503,399,78,4,23.38,12,0.47,High School,Part-time,Married,Yes,No,Education,Yes,0
CS0D52ZEXG,22.0,89216,117293,386,38,1,16.57,24,0.39,High School,Self-employed,Divorced,No,No,Home,No,0
LPCA64GA8R,21.0,24077,106409,639,91,1,5.02,24,0.78,High School,Part-time,Divorced,Yes,No,Other,Yes,0
2OLPL7BQJ2,52.0,40278,194274,546,49,4,23.02,12,0.83,Master's,Full-time,Married,No,No,Business,Yes,0
AR4S8NWIAQ,52.0,137176,44675,427,43,4,22.06,60,0.7,High School,Part-time,Married,No,No,Business,No,0
HW56FLAQ33,50.0,52136,171322,405,36,3,5.91,48,0.84,High School,Full-time,Single,Yes,Yes,Home,Yes,0
OFGS0WBRI9,39.0,81149,124276,752,36,1,6.51,36,0.61,PhD,Part-time,Divorced,Yes,Yes,Home,No,0
6XTX1TCCW8,29.0,125350,121935,747,93,2,11.08,24,0.38,Bachelor's,Unemployed,Divorced,No,Yes,Business,Yes,1
K49UE1O8LP,61.0,77045,38824,646,21,4,8.76,60,0.87,High School,Unemployed,Divorced,No,No,Home,Yes,0
4U2YD3DZ3K,68.0,110751,249674,529,46,2,4.54,24,0.82,PhD,Self-employed,Married,No,Yes,Other,Yes,0
L6OL2JPSBQ,61.0,77937,246293,350,6,1,18.3,48,0.74,High School,Self-employed,Single,Yes,Yes,Education,No,0
XWXB9DXH5U,64.0,62000,42705,443,53,3,23.05,12,0.48,PhD,Self-employed,Single,Yes,Yes,Education,Yes,0
PZNAEONLT1,46.0,101665,27811,639,23,4,17.58,60,0.62,PhD,Unemployed,Married,No,No,Other,No,0
QCV5M5GZZW,44.0,101725,241384,415,0,3,3.62,60,0.19,Bachelor's,Full-time,Single,No,No,Education,Yes,0
M0Y54YWNYV,38.0,125981,174990,518,113,3,21.61,36,0.37,Master's,Self-employed,Married,No,Yes,Home,No,0
O1BVUNOFSG,28.0,129860,29685,564,7,3,11.7,60,0.82,PhD,Part-time,Single,Yes,Yes,Education,No,0
QMT5H3HK47,61.0,118534,40767,326,36,2,11.95,36,0.35,PhD,Unemployed,Single,No,Yes,Other,Yes,0
SJMGW06V7A,32.0,109452,135029,371,80,1,12.61,24,0.25,PhD,Self-employed,Married,No,No,Home,No,1
7UMGHR0KBH,40.0,46562,113554,415,91,2,22.44,12,0.19,High School,Full-time,Divorced,Yes,Yes,Auto,No,0
2FEE66HVO3,57.0,32880,38552,474,108,2,8.6,24,0.62,High School,Full-time,Divorced,No,Yes,Business,Yes,0
KH178SKEU6,26.0,125339,109086,402,102,4,14.7,12,0.84,PhD,Part-time,Single,Yes,Yes,Home,Yes,0
V69E2E9K2O,69.0,91541,73107,450,8,3,14.38,24,0.37,High School,Unemployed,Divorced,No,No,Other,No,0
IZ9C0DP9LJ,24.0,81771,223979,506,1,2,18.22,48,0.75,PhD,Full-time,Single,No,No,Education,No,0
RPN7KUAIA1,,133861,227537,763,43,3,8.07,12,0.15,High School,Unemployed,Married,Yes,No,Business,No,0
4N49I2TTIG,55.0,30964,45215,620,58,4,18.84,12,0.39,Master's,Self-employed,Married,No,No,Home,Yes,1
PYMLN2VPMM,40.0,89160,120680,306,39,3,3.2,36,0.7,Master's,Self-employed,Single,Yes,No,Education,Yes,0
RPOGQF5CI1,32.0,101196,198492,404,110,4,23.25,60,0.49,PhD,Self-employed,Single,Yes,No,Education,No,1
BREG4N3R8S,48.0,113922,145319,756,119,3,23.24,48,0.52,Master's,Full-time,Divorced,No,No,Home,Yes,0
NYYEFD85H0,60.0,81996,12400,831,99,4,24.88,12,0.76,High School,Part-time,Divorced,No,Yes,Education,Yes,0
PK0Y09399W,19.0,43384,84412,325,95,4,12.29,12,0.47,PhD,Self-employed,Married,Yes,Yes,Other,No,0
2H1MQP77LO,44.0,27857,88798,639,28,1,8.7,36,0.8,PhD,Part-time,Single,No,Yes,Other,Yes,1
5J9GHS2A7F,46.0,24395,234004,792,108,4,16.2,12,0.31,PhD,Self-employed,Single,No,Yes,Education,No,0
12WXPQH4CK,34.0,140513,142089,385,40,2,24.57,12,0.51,Bachelor's,Self-employed,Single,Yes,Yes,Home,No,0
TJ9NTIZRDW,30.0,127724,34471,393,74,1,18.91,12,0.69,Master's,Unemployed,Divorced,No,Yes,Education,No,0
LPGNQY394V,24.0,123097,154827,645,53,1,20.43,36,0.62,Master's,Full-time,Divorced,No,No,Other,Yes,1
HM7WO2SMWQ,46.0,110860,246471,483,87,2,13.14,12,0.79,PhD,Unemployed,Married,No,No,Home,Yes,0
FSVUFC2C64,48.0,130865,50703,509,69,3,20.71,12,0.22,PhD,Part-time,Divorced,Yes,No,Other,No,0
U0DPWIA0N1,58.0,38156,7216,633,118,1,7.49,24,0.12,PhD,Full-time,Single,No,Yes,Home,No,0
VRGGJ2APUR,21.0,46950,219608,329,2,3,8.08,24,0.33,Master's,Unemployed,Single,No,No,Auto,Yes,0
83KUR6WF47,58.0,68089,15323,713,53,3,7.87,36,0.53,PhD,Self-employed,Married,No,No,Business,Yes,0
4BM38SA754,19.0,113846,220009,567,38,4,6.02,36,0.84,Bachelor's,Unemployed,Single,No,No,Business,Yes,0
1BN3107JO7,36.0,27312,136879,532,35,3,9.25,36,0.62,Master's,Unemployed,Single,No,No,Home,Yes,0
6Q0GD9696Q,60.0,39575,31070,529,92,2,13.12,48,0.26,High School,Self-employed,Married,No,No,Home,No,0
THQWF56PYY,60.0,140041,199349,418,12,3,21.15,60,0.3,Bachelor's,Self-employed,Married,Yes,Yes,Home,No,0
1OSO4DCGW3,66.0,64594,190508,800,111,1,20.54,24,0.86,Bachelor's,Full-time,Divorced,No,No,Other,No,0
7Y2AC4M8FQ,20.0,111644,231164,401,20,4,3.71,24,0.61,PhD,Full-time,Married,Yes,Yes,Other,No,0
TYVGJ6JH1G,25.0,25863,68724,541,100,1,7.0,36,0.17,High School,Unemployed,Divorced,Yes,No,Other,Yes,0
2JER3XI0KA,24.0,147263,248623,661,21,3,19.4,60,0.32,PhD,Part-time,Married,Yes,No,Education,Yes,0
PIL6S8NYVK,63.0,60144,233741,791,81,3,14.02,36,0.3,Master's,Part-time,Married,Yes,No,Home,Yes,1
R8BBEVIZ4R,52.0,20818,129827,537,63,3,6.71,24,0.53,High School,Unemployed,Single,No,No,Education,No,0
BP84SLU2AU,56.0,122180,213654,724,31,2,8.65,12,0.31,Master's,Unemployed,Single,Yes,Yes,Other,Yes,0
ZDAXY3ISTE,52.0,135972,184380,848,37,4,9.63,12,0.17,PhD,Self-employed,Single,Yes,No,Other,No,0
S3CU3EELTM,27.0,84981,220422,648,116,4,18.95,60,0.44,PhD,Self-employed,Divorced,No,No,Other,No,0
YFT2AFS8R7,25.0,135766,32720,707,31,2,2.55,12,0.49,Master's,Full-time,Divorced,Yes,No,Home,Yes,0
IMUMSV79PF,55.0,82741,133411,676,10,1,13.06,24,0.61,PhD,Self-employed,Divorced,No,No,Home,Yes,0
NJ2AM6L0HL,47.0,121059,238045,821,22,1,16.03,12,0.61,High School,Unemployed,Single,Yes,Yes,Business,Yes,0
BZ76FO9Q5X,63.0,112652,174560,711,99,3,14.44,24,0.9,Bachelor's,Part-time,Single,No,No,Education,Yes,0
FS7AVOOE4R,19.0,106019,141620,402,53,3,22.26,60,0.74,Bachelor's,Full-time,Divorced,Yes,Yes,Education,Yes,0
Z28FJFSNEI,45.0,17775,161956,370,3,1,24.58,12,0.7,Master's,Full-time,Divorced,Yes,Yes,Education,No,1
1XFJ2IKDWW,69.0,71341,201869,694,77,4,9.16,48,0.1,Bachelor's,Self-employed,Married,No,Yes,Auto,Yes,0
FL9PTWH6ZA,28.0,86301,195016,365,53,2,21.96,36,0.68,Bachelor's,Full-time,Married,No,No,Education,Yes,0
1UN6O50CME,63.0,34914,51370,635,109,3,15.9,12,0.75,Bachelor's,Full-time,Married,No,Yes,Other,Yes,0
36TURSYKRE,25.0,102095,53103,596,11,3,14.82,36,0.24,Bachelor's,Full-time,Single,Yes,No,Education,Yes,1
OMFG0FMZSL,49.0,97238,102298,531,52,4,21.02,48,0.27,High School,Self-employed,Divorced,Yes,Yes,Other,Yes,0
C45EDWQJMB,22.0,26093,190700,765,89,4,14.87,36,0.5,PhD,Part-time,Married,Yes,No,Education,Yes,1
WBC6JXK68C,57.0,44756,164253,784,61,3,13.73,24,0.5,High School,Self-employed,Divorced,Yes,Yes,Business,Yes,0
FRKVVPG3KQ,40.0,15312,129438,539,64,4,20.61,60,0.76,PhD,Part-time,Single,Yes,Yes,Business,Yes,0
UWDM768J2R,62.0,94594,101099,493,100,1,3.18,60,0.24,Master's,Part-time,Divorced,Yes,Yes,Auto,Yes,0
E24GC0NQNU,50.0,112191,205299,690,68,4,12.26,12,0.84,High School,Self-employed,Divorced,Yes,No,Home,No,0
OEYM9750BT,56.0,98544,220300,517,35,4,17.03,36,0.64,High School,Full-time,Single,Yes,No,Home,Yes,0
NSLF4KDT8A,69.0,147048,94155,712,15,2,21.05,60,0.79,Bachelor's,Full-time,Single,Yes,Yes,Home,Yes,1
XD5NC46OBD,34.0,49691,189959,383,26,3,8.01,24,0.34,High School,Self-employed,Single,No,Yes,Other,Yes,0
EGQ6EK5SX6,35.0,85947,145010,491,110,1,7.55,36,0.77,Bachelor's,Part-time,Married,Yes,No,Home,No,0
G8KU19GL3T,63.0,141660,147543,614,71,2,3.28,60,0.34,Master's,Self-employed,Married,Yes,Yes,Education,No,0
OPP9IDX15O,37.0,78365,237344,316,1,4,10.1,24,0.47,Bachelor's,Self-employed,Divorced,No,Yes,Other,No,0
UJMJJSCMQA,41.0,52623,234628,492,104,4,16.5,24,0.34,High School,Full-time,Married,Yes,Yes,Home,No,0
ZJQ646BFNN,19.0,43441,138809,753,66,4,14.74,24,0.63,PhD,Full-time,Divorced,Yes,No,Business,Yes,0
QAT7CO5JYW,38.0,106733,150394,606,19,3,7.33,12,0.19,Master's,Full-time,Single,No,No,Business,No,0
67FTTW7O7N,28.0,98597,53297,439,95,2,7.14,60,0.33,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,0
HRWXDK9AKU,28.0,87528,150538,347,28,2,4.39,36,0.11,PhD,Unemployed,Single,Yes,No,Other,Yes,1
PVAOU19GRN,37.0,131801,159888,319,116,2,13.61,12,0.48,PhD,Part-time,Single,Yes,No,Education,Yes,0
YX6TOECXU0,27.0,140053,101728,701,10,4,24.95,12,0.85,PhD,Self-employed,Married,Yes,No,Education,Yes,1
YGO7LOBO97,68.0,34876,31857,349,81,3,11.26,60,0.58,Master's,Self-employed,Divorced,Yes,Yes,Other,No,0
YFJOXT3EBU,38.0,16795,130277,645,48,2,12.3,36,0.44,High School,Self-employed,Divorced,No,Yes,Education,No,1
ZYCY4P4TFS,46.0,39646,139624,474,45,1,6.09,60,0.56,Master's,Full-time,Married,Yes,No,Home,No,0
2IBA6RBL7M,35.0,36235,73386,843,97,1,3.79,12,0.19,Bachelor's,Unemployed,Divorced,No,Yes,Auto,Yes,0
1SCQTWDAIO,27.0,60594,103475,819,83,3,21.85,36,0.33,Bachelor's,Unemployed,Married,Yes,No,Business,Yes,0
4QT5UOZD88,63.0,125820,94987,766,18,4,2.57,12,0.14,Master's,Full-time,Single,Yes,Yes,Education,No,0
EFWQVB59EN,20.0,33718,149771,377,43,4,16.54,24,0.46,High School,Part-time,Divorced,No,No,Education,Yes,1
8IHR17M774,59.0,106823,178514,518,4,3,10.07,60,0.83,Master's,Unemployed,Divorced,Yes,Yes,Education,Yes,0
OK4F64PRWT,64.0,145252,150832,671,42,3,19.07,36,0.1,Master's,Full-time,Divorced,Yes,Yes,Home,Yes,0
SWQMZCTK2M,51.0,74137,139153,462,104,3,17.05,12,0.75,High School,Full-time,Single,No,No,Home,No,0
X1JSFU7F9H,23.0,88673,208657,778,22,4,23.84,48,0.19,Master's,Full-time,Divorced,Yes,Yes,Auto,No,0
AVH1JKJ02Z,53.0,108307,121349,752,83,1,19.99,24,0.16,High School,Part-time,Divorced,Yes,Yes,Home,No,0
3N3HK3UVLK,44.0,102261,41033,578,78,3,4.52,60,0.45,High School,Full-time,Divorced,Yes,Yes,Education,Yes,0
1HUABBPKLE,50.0,37860,30851,537,0,4,4.92,12,0.32,PhD,Full-time,Single,Yes,Yes,Auto,No,0
EIQ8C2HF5X,39.0,120950,229030,611,24,4,8.51,12,0.45,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
OLP1O1QP96,19.0,113547,8284,308,64,2,22.21,36,0.9,High School,Unemployed,Married,No,No,Other,No,0
5CB2LTC032,55.0,20998,43339,826,7,4,9.29,60,0.57,PhD,Part-time,Single,Yes,Yes,Other,Yes,0
YU6ZW550CB,66.0,83188,196753,771,20,3,5.19,12,0.29,High School,Full-time,Married,Yes,Yes,Business,No,0
UHBGGMXGM6,35.0,133373,234953,488,98,1,23.64,48,0.86,Bachelor's,Unemployed,Married,Yes,No,Other,No,0
Z4MTMPT64F,30.0,87115,79539,361,116,4,8.56,12,0.53,High School,Unemployed,Divorced,Yes,No,Auto,Yes,0
X68UBK3LWH,64.0,95588,195291,432,25,3,4.99,60,0.34,PhD,Part-time,Single,Yes,No,Other,Yes,0
NMSV9Q52A2,43.0,98938,240852,626,84,2,11.06,48,0.82,Bachelor's,Self-employed,Married,Yes,No,Business,No,0
ERBH1NNHXB,53.0,28473,21190,318,117,2,10.19,60,0.71,Master's,Self-employed,Married,No,No,Other,Yes,0
NCDHZGN5MA,55.0,66457,131314,747,67,3,19.32,60,0.67,PhD,Part-time,Divorced,Yes,No,Auto,No,0
WU4JKD68TD,42.0,20393,88997,453,118,4,23.55,60,0.52,Master's,Part-time,Divorced,Yes,No,Business,No,1
N7SJ2OEX9K,52.0,86574,246876,499,15,3,15.63,48,0.47,PhD,Unemployed,Divorced,No,No,Auto,No,0
IECTRCUCUU,24.0,31582,104949,447,108,3,23.69,48,0.81,High School,Full-time,Divorced,No,No,Other,Yes,0
5ZX36W7C4T,35.0,27112,56611,689,39,2,2.48,60,0.62,High School,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
0M7E8JP1GQ,40.0,87684,34009,621,100,4,10.41,12,0.53,High School,Unemployed,Divorced,Yes,Yes,Business,Yes,0
M4GJKY3DCD,66.0,83200,115982,756,47,2,7.83,60,0.49,Bachelor's,Unemployed,Single,No,No,Education,Yes,1
6MDWI1KZCD,19.0,111816,32071,703,60,3,24.09,36,0.18,Master's,Unemployed,Single,Yes,Yes,Education,No,0
8826K516NR,67.0,114275,70429,334,90,1,9.33,12,0.38,High School,Full-time,Married,Yes,No,Education,No,0
3L3VN4GVZW,60.0,25901,53714,681,50,2,24.24,12,0.8,Master's,Unemployed,Married,No,Yes,Auto,No,0
KNSB3KHDUM,66.0,66933,227239,365,43,1,19.69,24,0.31,High School,Self-employed,Divorced,Yes,Yes,Home,No,0
8Y9739MAGO,20.0,144703,26813,751,83,4,13.37,24,0.26,High School,Full-time,Single,Yes,No,Other,Yes,0
LU9CMXKAPH,45.0,88670,32226,614,101,3,10.31,12,0.2,High School,Full-time,Single,No,No,Auto,No,0
SXVUYR4N4O,54.0,89995,156600,601,119,4,7.35,48,0.53,High School,Self-employed,Married,Yes,No,Auto,No,0
6T86ZK8A1M,23.0,142845,101380,748,89,3,12.18,48,0.42,Master's,Full-time,Divorced,Yes,Yes,Home,Yes,0
783C0AFLRL,27.0,97202,72787,575,62,3,12.7,48,0.62,Bachelor's,Full-time,Single,Yes,Yes,Education,Yes,0
WK5W73B5FE,51.0,54165,217325,474,5,1,20.37,60,0.75,PhD,Part-time,Married,No,Yes,Other,No,0
NQSHBBSP39,28.0,49132,133600,487,6,2,16.06,48,0.46,Bachelor's,Self-employed,Married,No,No,Education,Yes,0
NJQAJNDSH2,66.0,31599,198502,630,81,3,7.41,24,0.46,Master's,Self-employed,Married,Yes,Yes,Home,Yes,0
XW9NF06Z3S,25.0,76864,175855,515,104,4,21.65,48,0.72,Master's,Self-employed,Divorced,Yes,No,Business,No,1
VL9XTTU73Q,27.0,18848,117927,684,96,2,3.85,36,0.37,Master's,Full-time,Divorced,Yes,Yes,Other,Yes,0
OOM1YCKQQH,60.0,114610,236956,478,113,4,8.42,36,0.1,PhD,Self-employed,Divorced,No,Yes,Other,Yes,0
QOOHNY01EZ,64.0,59389,78625,523,47,2,20.56,24,0.21,Bachelor's,Self-employed,Single,Yes,No,Auto,Yes,0
NFO9BKDR7B,30.0,121072,73112,658,70,3,17.0,12,0.8,Master's,Self-employed,Single,No,Yes,Auto,No,0
LD1E5C2JT0,55.0,148338,99574,470,32,1,9.63,12,0.72,Bachelor's,Part-time,Single,Yes,Yes,Business,No,0
5ASBW6X14B,21.0,49358,201399,613,39,2,4.24,36,0.49,Bachelor's,Part-time,Single,Yes,Yes,Other,No,0
LWR1JOCP8X,31.0,147672,58335,473,6,3,23.27,24,0.86,Master's,Full-time,Single,No,Yes,Other,No,0
W9X5WGF9YT,51.0,83269,209294,344,13,3,24.11,24,0.22,PhD,Self-employed,Divorced,Yes,No,Business,Yes,0
A16ZC3B4NF,52.0,147338,122388,618,34,1,8.06,24,0.55,Master's,Unemployed,Single,Yes,No,Business,Yes,0
CBR65AQARA,61.0,148313,201419,355,96,3,10.06,36,0.2,PhD,Full-time,Single,No,No,Education,No,0
QWZYF36JIY,66.0,146943,93333,326,13,1,9.12,36,0.31,High School,Part-time,Divorced,No,Yes,Auto,Yes,0
7VOJJ55N9C,47.0,119481,247819,590,92,2,23.05,12,0.52,Bachelor's,Full-time,Single,No,No,Business,Yes,0
H2KZX9YPYJ,42.0,138370,39908,750,77,2,12.6,48,0.22,Bachelor's,Self-employed,Married,Yes,Yes,Business,Yes,0
NML2WEXLKI,23.0,43708,22565,670,12,4,15.2,36,0.52,Bachelor's,Full-time,Married,Yes,Yes,Education,No,1
ME6QS0O5Q3,18.0,121599,168142,470,70,1,15.81,24,0.72,High School,Unemployed,Married,No,Yes,Education,No,0
Y95KXUC523,49.0,85317,43179,393,34,1,22.79,12,0.29,Bachelor's,Full-time,Married,No,Yes,Business,No,0
O1JI92BYV7,43.0,17610,229558,309,9,4,6.04,36,0.54,Bachelor's,Full-time,Divorced,No,No,Education,No,1
FIG95N6HNF,66.0,107168,235280,702,30,1,18.24,12,0.67,Bachelor's,Part-time,Divorced,Yes,No,Education,Yes,0
A0DJ43X7XU,61.0,112284,179480,724,111,4,2.76,12,0.54,Master's,Full-time,Divorced,Yes,No,Business,No,0
ZR6KFEW5OH,66.0,100555,60091,340,33,4,11.34,24,0.66,Master's,Part-time,Single,No,No,Business,Yes,0
H2YCKQX980,57.0,92509,16283,646,50,3,9.35,12,0.73,Master's,Full-time,Single,Yes,Yes,Auto,Yes,0
9E227OTAS4,65.0,134472,225384,459,33,3,22.86,12,0.34,High School,Full-time,Married,Yes,Yes,Home,Yes,0
8Y9792BO5O,48.0,109590,11660,545,114,2,24.9,12,0.14,High School,Full-time,Divorced,Yes,No,Auto,No,0
6LUCAW3KRS,39.0,103417,127440,800,45,1,2.31,60,0.59,Bachelor's,Self-employed,Single,Yes,Yes,Auto,No,0
J4YZ4C83J5,41.0,148613,219702,429,114,2,2.01,12,0.33,Master's,Self-employed,Divorced,Yes,No,Business,Yes,0
WCWQ7TDVEQ,48.0,76510,61379,416,67,3,17.64,60,0.27,Bachelor's,Part-time,Married,Yes,Yes,Business,No,0
0LDVYRXD8L,20.0,32030,219050,832,116,4,9.77,12,0.2,Master's,Part-time,Married,Yes,No,Auto,Yes,0
4DORI5GG0K,50.0,38721,117982,516,29,4,2.18,36,0.34,Bachelor's,Unemployed,Divorced,No,Yes,Business,No,1
RLSE6HHUD8,67.0,80200,41383,765,85,4,11.96,24,0.79,High School,Part-time,Married,No,Yes,Business,No,0
FKLTMZJ66F,19.0,49753,186367,738,64,1,2.93,36,0.87,PhD,Self-employed,Married,No,No,Auto,No,0
